name|bio|faculty_of
SHILIN LIU|SHILIN LIU IS THE EXECUTIVE DIRECTOR OF PARTNERSHIPS AND CREDENTIAL PROGRAMS AT THE HARRIS SCHOOL OF PUBLIC POLICY, WHERE SHE FOCUSES ON RECRUITING INTERNATIONAL STUDENTS TO JOIN THE HARRIS COMMUNITY, BUILDING INTERNATIONAL PARTNERSHIPS AND EXPANDING EXECUTIVE PROGRAMS TO DOMESTIC AND INTERNATIONAL MARKETS. SHE DEVELOPS PROGRAMS AND PARTNERSHIPS THAT HELP HARRIS BETTER RECRUIT DIVERSE INTERNATIONAL STUDENTS AND YOUNG PROFESSIONALS TO ATTEND DEGREE OR NON-DEGREE PROGRAMS (E.G., THE DATA AND POLICY SUMMER SCHOLAR PROGRAM). THESE EFFORTS INVOLVE LOTS OF COFFEE CHATS, CALLS, EMAILS, WEBINARS, AND INTERNATIONAL TRAVEL TO MEET PROSPECTIVE STUDENTS AND HELP THEM NAVIGATE THE APPLICATION PROCESS. SHILIN STARTED HER CAREER IN CHINA AS A MANAGEMENT TRAINEE AT MARS, A GLOBAL FOOD COMPANY. THERE SHE HAD MULTIPLE CORPORATE ROLES, RANGING FROM MARKETING, PRODUCTION, AND HUMAN RESOURCES. IN THE UNITED STATES, SHE HAS WORKED AT SAVE THE CHILDREN IN WASHINGTON, DC, AS A CONSULTANT FOR A GLOBAL YOUTH EMPLOYMENT PROGRAM. SHILIN HAS A BACHELOR’S DEGREE IN SOCIOLOGY FROM FUDAN UNIVERSITY IN CHINA AND AN MPP DEGREE FROM THE HARRIS SCHOOL OF PUBLIC POLICY. “I LOVE CONTRIBUTING TO OUR VIBRANT COMMUNITY AND HELPING MORE STUDENTS (ESPECIALLY INTERNATIONAL STUDENTS) TO EXPLORE HARRIS AND CHICAGO. I ESPECIALLY LOVE THE SMALL, FAMILY FEEL OF HARRIS AND THE WAYS IN WHICH PEOPLE SUPPORT EACH OTHER AND LEARN AND GROW WITH EACH OTHER—FROM STUDENTS TO FACULTY TO STAFF.” EDUCATION. I THINK THAT EDUCATION IS A WAY FOR INDIVIDUALS TO BREAK EXTERNAL BARRIERS. IT’S A FUNDAMENTAL WAY THAT PEOPLE CAN CHANGE THEIR LIVES. I’M INTERESTED IN THE RELATIONSHIP BETWEEN EDUCATION AND SOCIAL MOBILITY AND STRATIFICATION. AND NOT JUST FORMAL EDUCATION, BUT ALSO THE CONTINUAL DEVELOPMENT OF ONE’S SELF. GENERALLY, I ADMIRE ANY PERSON WHO PURSUES THEIR GOALS. MANY THINGS, BUT DEFINITELY SKYDIVING BECAUSE IT’S A WHOLE DIFFERENT EXPERIENCE FROM LIVING ON THE GROUND. HARRIS STUDENT ORGANIZATIONS AND ACTIVITIES YOUTH EMPOWERMENT PROGRAMS IN GLOBAL COUNTRIES NETWORKING WITH THE INTERNATIONAL BACKGROUND|HARRIS SCHOOL OF PUBLIC POLICY
SIBYL DAY|SIBYL IS A SENIOR ASSOCIATE DIRECTOR, EMPLOYER PARTNERSHIPS IN THE HARRIS CAREER DEVELOPMENT OFFICE, AND MANAGES EMPLOYER RELATIONS IN THE CORPORATE SECTOR. SIBYL JOINED HARRIS PUBLIC POLICY FOLLOWING A DIVERSE CAREER IN THE HEALTHCARE SECTOR.  HER EXPERIENCE INCLUDES HEALTH POLICY RESEARCH AND ANALYSIS, PROGRAM MANAGEMENT AND EVALUATION, CLIENT RELATIONSHIP MANAGEMENT. SIBYL HAS A BA FROM OCCIDENTAL COLLEGE AND A MPH IN HEALTH MANAGEMENT FROM YALE UNIVERSITY’S SCHOOL OF PUBLIC HEALTH.|HARRIS SCHOOL OF PUBLIC POLICY
STELLA MOY|STELLA MOY IS ASSOCIATE DIRECTOR OF OPERATIONS FOR THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY AT THE KELLER CENTER.  WITH CAREER EXPERIENCE IN FACILITIES MANAGEMENT, ARCHITECTURE DESIGN AND BUILDING CONSTRUCTION SHE MANAGES OPERATIONS AND FACILITY PROJECTS AT THE HARRIS SCHOOL’S KELLER CENTER BUILDING.  ACCREDITED AS A LEADERSHIP IN ENERGY AND ENVIRONMENTAL LEED PROFESSIONAL, SHE WORKS ON THE ENVIRONMENTAL AND SUSTAINABILITY PROGRAM EDUCATIONAL AWARENESS, ENERGY USAGE, AND CAMPUS-WIDE INITIATIVES. STELLA HAS WORKED IN FACILITIES SERVICES, CAPITAL PROJECT DELIVERY, AND OPERATIONS SUPPORT AT ALLIANZ GLOBAL CORPORATE & SPECIALTY, BANK OF AMERICA, AND THE UNIVERSITY OF CHICAGO.  CAPITAL PROJECTS INCLUDED ADAPTIVE REUSE, MAJOR AND MINOR RENOVATIONS, BUILDING SYSTEMS AND INFRASTRUCTURE, AND LEED CERTIFICATION.  COMMERCIAL PROJECTS WERE LOCATED ACROSS THE CENTRAL REGION OF THE U.S. AND GLOBALLY THE AMERICAS IN CANADA AND BRAZIL.  PRIOR TO WORKING IN FACILITIES, STELLA WORKED IN INTERIOR ARCHITECTURE AS A DESIGNER AND PROJECT MANAGER AT IA INTERIOR ARCHITECTS. SHE EARNED HER BACHELOR OF ARTS IN ART HISTORY FROM THE UNIVERSITY OF CHICAGO, MASTER OF ARCHITECTURE FROM THE UNIVERSITY OF ILLINOIS AT CHICAGO, AND MASTER OF BUSINESS ADMINISTRATION FROM DEPAUL UNIVERSITY KELLSTADT GRADUATE SCHOOL OF BUSINESS.|HARRIS SCHOOL OF PUBLIC POLICY
STEVEN DURLAUF|STEVEN NEIL DURLAUF IS THE STEANS PROFESSOR IN EDUCATIONAL POLICY AND THE DIRECTOR OF THE STONE CENTER FOR RESEARCH ON WEALTH INEQUALITY AND MOBILITY AT THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY. PRIOR TO THIS APPOINTMENT, HE WAS WILLIAM F. VILAS RESEARCH PROFESSOR AND KENNETH J. ARROW PROFESSOR OF ECONOMICS AT THE UNIVERSITY OF WISCONSIN-MADISON. DURLAUF RECEIVED A BA IN ECONOMICS FROM HARVARD IN 1980, WHERE HE WAS ELECTED TO PHI BETA KAPPA, AND A PH.D. IN ECONOMICS FROM YALE IN 1986. HE IS A FELLOW OF THE ECONOMETRIC SOCIETY, A FELLOW OF THE SOCIETY FOR THE ADVANCEMENT OF ECONOMIC THEORY, A FELLOW OF THE INTERNATIONAL ASSOCIATION OF APPLIED ECONOMETRICS, AND A RESEARCH ASSOCIATE OF THE NATIONAL BUREAU OF ECONOMIC RESEARCH. HE WAS ELECTED TO THE AMERICAN ACADEMY OF ARTS AND SCIENCES IN 2011. DURLAUF WAS CO-DIRECTOR OF THE HUMAN CAPITAL AND ECONOMIC OPPORTUNITY WORKING GROUP FROM 2010 TO 2022, AN INTERNATIONAL RESEARCH NETWORK LINKING SCHOLARS ACROSS DISCIPLINES IN THE STUDY OF INEQUALITY AND THE SOURCES OF HUMAN FLOURISHING AND DESTITUTION. ADDITIONALLY, DURLAUF SERVED AS ECONOMICS PROGRAM DIRECTOR OF THE SANTA FE INSTITUTE FROM 1996-1998. DURLAUF IS CURRENTLY A GENERAL EDITOR OF THE ELSEVIER HANDBOOKS IN ECONOMICS SERIES. HE WAS A GENERAL EDITOR OF THE NEW PALGRAVE DICTIONARY OF ECONOMICS, REVISED EDITION, PUBLISHED IN 2008, THE MOST EXTENSIVE COMPENDIUM OF ECONOMIC KNOWLEDGE IN THE WORLD. HE WAS ALSO THE EDITOR OF THE JOURNAL OF ECONOMIC LITERATURE FROM 2013 TO 2022. DURLAUF'S RESEARCH SPANS MANY TOPICS IN ECONOMICS. HIS MOST IMPORTANT SUBSTANTIVE CONTRIBUTIONS INVOLVE THE AREAS OF POVERTY, INEQUALITY AND ECONOMIC GROWTH. MUCH OF HIS RESEARCH HAS ATTEMPTED TO INTEGRATE SOCIOLOGICAL IDEAS INTO ECONOMIC ANALYSIS. HIS MAJOR METHODOLOGICAL CONTRIBUTIONS INCLUDE BOTH ECONOMIC THEORY AND ECONOMETRICS. HE HELPED PIONEER THE APPLICATION OF STATISTICAL MECHANICS TECHNIQUES TO THE MODELLING OF SOCIOECONOMIC BEHAVIOR AND HAS ALSO DEVELOPED IDENTIFICATION ANALYSES FOR THE EMPIRICAL ANALOGS OF THESE MODELS. OTHER RESEARCH HAS FOCUSED ON TECHNIQUES FOR POLICY EVALUATION AND THE ECONOMETRICS OF CROSS-COUNTRY INCOME DIFFERENCES. DURLAUF IS ALSO KNOWN AS A CRITIC OF THE USE OF THE CONCEPT OF SOCIAL CAPITAL BY SOCIAL SCIENTISTS AND HAS ALSO CHALLENGED THE WAYS THAT AGENT-BASED MODELLING AND COMPLEXITY THEORY HAVE BEEN EMPLOYED BY SOCIAL AND NATURAL SCIENTISTS TO STUDY SOCIOECONOMIC PHENOMENA.|HARRIS SCHOOL OF PUBLIC POLICY
STEVEN STRONGIN|STEVE STRONGIN IS CURRENTLY TEACHING AND WRITING ON PUBLIC POLICY. HE HAS RETIRED FROM GOLDMAN SACHS, WHERE HE IS STILL A SENIOR DIRECTOR. AT GOLDMAN, STEVE WAS HEAD OF GLOBAL INVESTMENT RESEARCH FOR MORE THAN 12 YEARS. HE WAS A MEMBER OF THE MANAGEMENT COMMITTEE AND FIRMWIDE CLIENT AND BUSINESS STANDARDS COMMITTEE. STEVE WAS ALSO CO-CHAIR OF THE FIRMWIDE TECHNOLOGY RISK COMMITTEE. ADDITIONALLY, HE ALSO SERVED AS GLOBAL HEAD OF STRATEGY RESEARCH AND CO-CHIEF OPERATING OFFICER OF GLOBAL INVESTMENT RESEARCH, AS WELL AS GLOBAL HEAD OF COMMODITIES RESEARCH. STEVE JOINED GOLDMAN SACHS IN 1994 AND WAS NAMED MANAGING DIRECTOR IN 1998 AND PARTNER IN 2002. PRIOR TO JOINING THE FIRM, STEVE SPENT 12 YEARS AT THE FEDERAL RESERVE BANK OF CHICAGO, MOST RECENTLY AS THE DIRECTOR OF MONETARY POLICY RESEARCH. BEFORE THAT, HE WAS AN ECONOMIST AT THE CENTER FOR THE STUDY OF ECONOMY AND STATE AT THE UNIVERSITY OF CHICAGO AND A RESEARCHER AT PANHEURISTICS, A THINK TANK FOCUSED ON MILITARY STRATEGY AND ENERGY POLICY. STEVE WAS A DISTINGUISHED VISITING PROFESSOR AT THE PARDEE RAND GRADUATE SCHOOL AND A LECTURER AT THE HARRIS SCHOOL OF PUBLIC POLICY AT THE UNIVERSITY OF CHICAGO. . IN ADDITION, HE IS A MEMBER OF THE ADVISORY COUNCIL TO THE COLLEGE AT THE UNIVERSITY OF CHICAGO AND A MEMBER OF THE BECKER FRIEDMAN INSTITUTE ADVISORY COUNCIL. PREVIOUSLY, HE WAS A MEMBER OF THE ADVISORY BOARD OF THE RAND CENTER FOR CORPORATE ETHICS AND GOVERNANCE, A MEMBER OF THE BOARD OF DIRECTORS OF OCEAN CONSERVANCY. STEVE EARNED UNDERGRADUATE AND GRADUATE DEGREES IN ECONOMICS FROM THE UNIVERSITY OF CHICAGO AND A GRADUATE DEGREE IN MANAGEMENT FROM NORTHWESTERN UNIVERSITY’S KELLOGG SCHOOL OF MANAGEMENT|HARRIS SCHOOL OF PUBLIC POLICY
SUE BURKE|AS ASSOCIATE DEAN OF COMMUNICATIONS AND MARKETING, SUE SERVES AS THE SENIOR STRATEGIC COMMUNICATIONS AND MARKETING LEADER FOR THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY, INCLUDING PLAYING A DEFINING ROLE IN ARTICULATING AND REALIZING THE SCHOOL’S VISION FOR THE FUTURE THROUGH MODERN COMMUNICATIONS AND MARKETING STRATEGIES THAT EDUCATE, MOTIVATE, AND INSPIRE ACTION AMONG THE DIVERSE STAKEHOLDERS WHO ARE CENTRAL TO ADVANCING ITS GOALS. AS A SENIOR MARKETING EXECUTIVE AND CREATIVE LEADER, SUE HAS MORE THAN TWO DECADES OF EXPERIENCE ESTABLISHING AND EXECUTING INTEGRATED MARKETING COMMUNICATIONS VISION AND STRATEGY FOR WORLD-CLASS BRANDS, RETAILERS, AND SOCIAL IMPACT ORGANIZATIONS, BOTH INTERNALLY, AND AT VARIOUS PUBLIC RELATIONS AND MARKETING AGENCIES. SHE CREDITS HER PARENTS, FORMER PUBLIC SCHOOL EDUCATORS, FOR SPARKING HER PASSION FOR CREATING OPPORTUNITIES FOR PEOPLE TO RECOGNIZE THEIR FULL POTENTIAL, TO BUILD SELF-CONFIDENCE AND SELF-WORTH, AND IS DELIGHTED TO HELP EXPAND THE MISSION AND VISION OF HARRIS PUBLIC POLICY. SUE EARNED HER BACHELOR OF ARTS DEGREE IN SPEECH COMMUNICATION & PUBLIC RELATIONS FROM MIAMI UNIVERSITY IN OXFORD, OHIO. SHE IS AN ACTIVE MEMBER OF THE CUSD-200 COMMUNITY ADVISORY COMMITTEE TO THE BOARD OF EDUCATION. HAVING GROWN UP NEAR CLEVELAND, OHIO, SHE IS AN AVID FAN OF ALL THINGS CLEVELAND SPORTS AND ENJOYS PILATES, NPR, COOKING (AND EATING!) AND DISCOVERING NEW PODCASTS.|HARRIS SCHOOL OF PUBLIC POLICY
SUSAN MAYER|SUSAN E. MAYER, PROFESSOR EMERITUS AT THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY AND THE COLLEGE, SERVED AS DEAN OF HARRIS FROM 2002 TO 2009. SHE HAS PUBLISHED NUMEROUS ARTICLES AND BOOK CHAPTERS ON THE MEASUREMENT OF POVERTY, THE EFFECT OF GROWING UP IN POOR NEIGHBORHOODS, AND THE EFFECT OF PARENTAL INCOME ON CHILDREN'S WELL-BEING. SHE IS CURRENTLY DOING RESEARCH ON INTERGENERATIONAL ECONOMIC MOBILITY AND ON USING BEHAVIORAL INSIGHTS TO HELP LOW-INCOME ADULTS BECOME BETTER PARENTS. MAYER HAS BEEN A MEMBER OF THE INSTITUTES OF MEDICINE, NATIONAL RESEARCH COUNCIL, BOARD ON CHILDREN, YOUTH AND FAMILIES, THE BOARD OF DIRECTORS OF CHAPIN HALL CENTER FOR CHILDREN, AND THE BOARD OF ADVISORS FOR THE PEW CHARITABLE TRUST ECONOMIC MOBILITY PROJECT. SHE HAS ALSO BEEN A MEMBER OF THE GENERAL ACCOUNTING OFFICE EDUCATORS' ADVISORY PANEL, THE NATIONAL ACADEMY OF SCIENCES COMMITTEE ON NATIONAL STATISTICS PANEL TO REVIEW U.S. DEPARTMENT OF AGRICULTURE'S MEASUREMENT OF FOOD INSECURITY AND HUNGER, AND THE COMMITTEE ON STANDARDS OF EVIDENCE AND THE QUALITY OF BEHAVIORAL AND SOCIAL SCIENCES RESEARCH. MAYER HAS AN HONORARY DOCTOR OF LAWS DEGREED CONFERRED BY LAKE FOREST COLLEGE. MAYER IS THE PAST DIRECTOR AND DEPUTY DIRECTOR OF THE NORTHWESTERN UNIVERSITY/UNIVERSITY OF CHICAGO JOINT CENTER FOR POVERTY RESEARCH. SHE HAS SERVED AS AN ASSOCIATE EDITOR FOR THE AMERICAN JOURNAL OF SOCIOLOGY.|HARRIS SCHOOL OF PUBLIC POLICY
SWAPNA PISIPATI|SWAPNA PISIPATI SERVES AS THE ASSISTANT DIRECTOR OF EVENTS AT THE HARRIS SCHOOL OF PUBLIC POLICY. IN THIS ROLE, SHE COLLABORATES AND EXECUTES SIGNATURE AND BRANDED EVENTS WHILE BUILDING AND MAINTAINING RELATIONSHIPS WITH INTERNAL AND EXTERNAL PARTNERS. IN ADDITION, SWAPNA ASSISTS IN BEING A STRATEGIC RESOURCE AT HARRIS FOR PROGRAM PLANNING AND ALL EVENTS. ALTHOUGH SHE HAS ALWAYS HAD A PASSION FOR EVENT PLANNING AND MANAGEMENT, SHE HAS NOT ALWAYS BEEN ON THIS PATH. SHE WORKED AT THE CENTER FOR THE HUMAN RIGHTS OF CHILDREN AT LOYOLA UNIVERSITY AND HUMANITY UNITED IN SAN FRANCISCO. BOTH ORGANIZATIONS FOCUSED ERADICATING HUMAN AND CHILD TRAFFICKING AND SUPPLY CHAIN SOLUTIONS. IN 2017, SWAPNA JOINED P2 CONSULTING INC., A POLITICAL CONSULTING FIRM IN CHICAGO AS THE DIRECTOR OF OPERATIONS WHICH FOCUSED ON IMPROVING COMMUNICATION AND FUNDRAISING STRATEGIES FOR LOCAL AND STATE ELECTED OFFICIALS. SWAPNA HOLDS A BACHELOR OF ARTS IN POLITICAL SCIENCE AND CRIMINAL JUSTICE FROM THE UNIVERSITY OF ILLINOIS AT CHICAGO AND A MASTER OF ARTS IN INTERNATIONAL STUDIES FROM DEPAUL UNIVERSUTY.|HARRIS SCHOOL OF PUBLIC POLICY
TABITHA CLARK|TABITHA CLARK IS THE ASSOCIATE DIRECTOR, FINANCIAL AID AND ACADEMIC ADVISING AT HARRIS SCHOOL OF PUBLIC POLICY. IN THIS ROLE, SHE WILL MANAGE FINANCIAL AID OPERATIONS FOR THE DEAN OF STUDENTS OFFICE IN ADDITION TO ADVISING A CASELOAD OF PUBLIC POLICY MASTER'S STUDENTS. PRIOR TO JOINING HARRIS, TABITHA WAS ASSISTANT DIRECTOR OF GRADUATE FINANCIAL AID AT THE UNIVERSITY OF CHICAGO. SHE ALSO WORKED FOR MCCORMICK THEOLOGICAL SEMINARY IN VARIOUS ROLES, INCLUDING DIRECTOR OF STUDENT FINANCIAL PLANNING, INTERNATIONAL STUDENT LIFE, RESIDENTIAL LIFE, AND STUDENT EMPLOYMENT. TABITHA PREVIOUSLY WORKED AS A SENIOR LOAN OFFICER IN WHAT USED TO BE THE STUDENT LOAN ADMINISTRATION OFFICE AT UCHICAGO; THIS OFFICE HAS BEEN ABSORBED BY THE OFFICE OF THE BURSAR. TABITHA IS A GRADUATE OF MOTHER MCAULEY LIBERAL ARTS HIGH SCHOOL IN CHICAGO. SHE HOLDS A B.A. AND M.A. IN INNER CITY STUDIES/EDUCATION FROM NORTHEASTERN ILLINOIS UNIVERSITY AND HER M.A. IN HIGHER EDUCATION ADMINISTRATION FROM CHICAGO STATE UNIVERSITY. SHE PLANS TO CONTINUE HER STUDIES AT GOVERNORS STATE UNIVERSITY IN THE DOCTOR OF EDUCATION PROGRAM WITH A HIGHER EDUCATION CONCENTRATION. WHEN SHE’S NOT WORKING OR IN SCHOOL, TABITHA ENJOYS VOLUNTEERING IN A VARIETY OF CAPACITIES AS WELL AS TRAVELING DOMESTICALLY AND INTERNATIONALLY.|HARRIS SCHOOL OF PUBLIC POLICY
TALEIA BECTON- HILL|TALEIA BECTON- HILL IS THE SENIOR ASSISTANT DIRECTOR OF HUMAN RESOURCES FOR THE HARRIS SCHOOL OF PUBLIC POLICY. SHE BEGAN HER CAREER WITH THE UNIVERSITY AS A PIONEER OF THE SHARED SERVICE OFFICE, A DEPARTMENT DEDICATED TO HUMAN RESOURCES, PAYROLL, AND PROCUREMENT SERVICES.  TALEIA CAREER JOURNEY HAS EQUIPPED HER WITH A DIVERSE SET OF RESPONSIBILITIES, INCLUDING RECRUITMENT, ONBOARDING, PERFORMANCE MANAGEMENT, PROFESSIONAL DEVELOPMENT, EMPLOYEE RELATIONS, TRAINING AND DEVELOPMENT, AND COMPLIANCE. SHE EXCELS AT COORDINATING THE ENTIRE EMPLOYEE LIFECYCLE, FROM ATTRACTING TOP TALENT THROUGH EFFECTIVE RECRUITMENT STRATEGIES TO FOSTERING A POSITIVE AND INCLUSIVE WORKPLACE CULTURE THAT PROMOTES EMPLOYEE ENGAGEMENT AND RETENTION. ONE OF HER KEY STRENGTHS IS HER ABILITY TO CREATE AND MAINTAIN HR PROCESSES THAT STREAMLINE OPERATIONS AND DRIVE EFFICIENCY. SHE THRIVES AT PROVIDING EXCEPTIONAL SUPPORT TO EMPLOYEES, ENSURING THEIR NEEDS ARE MET WHILE ADHERING TO COMPANY POLICIES AND REGULATIONS. TALEIA COMPLETED HER BACHELOR’S DEGREE IN LIBERAL ARTS AND SCIENCES FROM THE UNIVERSITY OF ILLINOIS CHAMPAIGN-URBANA, AND HER MASTER’S DEGREE MANAGEMENT SPECIALIZING IN HUMAN RESOURCES FROM KAPLAN UNIVERSITY (NOW PURDUE UNIVERSITY GLOBAL).|HARRIS SCHOOL OF PUBLIC POLICY
TANYA HINES|"TANYA HINES IS THE ADMINISTRATIVE ASSISTANT FOR SPECIAL PROJECTS AT HARRIS PUBLIC POLICY. TANYA PRODUCES THE HR NEWSLETTER, HR ANNOUNCEMENTS, ORGANIZES MEET AND GREETS FOR NEW HARRIS STAFF, AND COORDINATES LUNCH 'N' LEARN SESSIONS. SHE ALSO HANDLES CATERING FOR SMALL EVENTS AND PROVIDES GENERAL SUPPORT FOR FACILITIES AND THE EVENTS TEAM. WHEN HARRIS PUBLIC POLICY MAKES THE MOVE TO KELLER, TANYA WILL ALSO TAKE ON AMBASSADOR DUTIES.
TANYA HAS MORE THAN 20 YEARS OF ADMINISTRATIVE EXPERIENCE WITH UCHICAGO. BEFORE SHE CAME TO HARRIS, TANYA WAS EXECUTIVE ASSISTANT TO VARIOUS DEANS FOR 17 YEARS AT THE SCHOOL OF SOCIAL SERVICE ADMINISTRATION, WHERE SHE PROVIDED SUPPORT TO FACULTY, COORDINATED EMPLOYEE OUTINGS, PREPARED REPORTS AND PRINT MATERIALS, AND ORGANIZED RETREATS. PRIOR TO THAT, SHE WAS THE ASSISTANT TO THE CHAIRMAN OF A TV PRODUCTION COMPANY. DURING HER CAREER, TANYA HAS ALSO COORDINATED EVENTS, DEVELOPED EMPLOYEE COMMUNICATIONS PROGRAMS, WRITTEN MEDIA RELEASES, PREPARED AD COPY, CONDUCTED TRAINING FOR A RETAIL STORE, AND DESIGNED AND PRODUCED EMPLOYEE PUBLICATIONS.
TANYA EARNED A BACHELOR’S DEGREE IN JOURNALISM AND URBAN COMMUNICATIONS WITH A DOUBLE MAJOR IN FRENCH FROM DOUGLASS COLLEGE, RUTGERS UNIVERSITY, NEW JERSEY."|HARRIS SCHOOL OF PUBLIC POLICY
TARESHA COX|I’VE WORKED AT THE UNIVERSITY OF CHICAGO FOR ALMOST 9 YEARS. I STARTED ON CAMPUS IN 2010 AS A HOUSEKEEPER FOR THE UNIVERSITY OF CHICAGO AND SOON SWITCHED OVER TO A LOCAL CONTRACTOR ABM. I THEN TRANSITIONED TO THE KELLER CENTER IN JUNE 2019 AND I'M EXCITED TO WORK FOR THE HARRIS SCHOOL OF PUBLIC POLICY.|HARRIS SCHOOL OF PUBLIC POLICY
TERENCE CHAU|HI THERE! I'M AN ECONOMIST AND PH.D. STUDENT AT THE UNIVERSITY OF CHICAGO'S HARRIS SCHOOL OF PUBLIC POLICY. MY FIELDS ARE IN APPLIED MICROECONOMICS AND ECONOMIC HISTORY, AND I AM INTERESTED IN QUESTIONS RELATED TO INTERGENERATIONAL MOBILITY AND TECHNOLOGICAL INNOVATION.|HARRIS SCHOOL OF PUBLIC POLICY
TERESA DAVIS|TERESA DAVIS IS THE PROGRAM COORDINATOR FOR THE MASTER OF SCIENCE IN COMPUTATIONAL ANALYSIS AND PUBLIC POLICY (MSCAPP) PROGRAM, IN THIS ROLE SHE COORDINATES STUDENT EXPERIENCE, SPECIAL PROJECTS, AND EVENTS. IN ADDITION, SHE MANAGES MSCAPP BUSINESS OPERATIONS, SUPPORTS STAFF, AND FACULTY, CREATES CONTENT FOR PROMOTIONAL MATERIALS, AND MORE. TERESA BRINGS A VARIETY OF EXPERIENCES, INCLUDING EXPERTISE AS A K-12 PUBLIC EDUCATOR, ACADEMIC MENTOR, AND NONPROFIT PROJECT MANAGER. SHE HAS EXPERIENCE WORKING WITH COMMUNITY ORGANIZATIONS AS WELL AS POLITICAL CAMPAIGNS. TERESA MAJORED IN BUSINESS ADMINISTRATION AT THE COLLEGE OF COASTAL GEORGIA IN BRUNSWICK, GEORGIA AND HAS A DEEP INTEREST AND PASSION FOR PUBLIC POLICY.|HARRIS SCHOOL OF PUBLIC POLICY
TERRI BRADY|IN HER ROLE AS THE EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT, TERRI CONCEPTUALIZES, CREATES, AND MANAGES PROFESSIONAL DEVELOPMENT FOR HARRIS ALUMNI.  SHE OFFERS INSIGHTS AND TOOLS TO ENABLE ALUMNI TO COMMUNICATE EFFECTIVELY AND BECOME MORE SELF-AWARE, THOUGHTFUL, AND ADAPTIVE LEADERS. TERRI ALSO TEACHES AND COACHES POLICY LABS STUDENTS ON TEAMWORK, PRESENTATIONS, AND COMMUNICATIONS, AND PROVIDES STRATEGIC SUPPORT FOR THE POLICY LABS CURRICULUM.  TERRI JOINED HARRIS FROM THE UNIVERSITY OF CHICAGO’S BOOTH SCHOOL OF BUSINESS WHERE SHE ESTABLISHED AND MANAGED THE KAPNICK LEADERSHIP DEVELOPMENT INITIATIVE AT THE UNIVERSITY OF CHICAGO LAW SCHOOL. AT BOOTH SHE ALSO LED PROGRAMS ON GROUP DYNAMICS AND CHANGE MANAGEMENT.  PRIOR TO BOOTH, TERRI TAUGHT LEADERSHIP AND PERSUASION CLASSES AT THE HARRIS SCHOOL AND WAS PRESIDENT OF TAB CONSULTING, A STRATEGY AND COMMUNICATIONS COMPANY. IN THAT POSITION, TERRI WAS A CONSULTANT TO US CONGRESSIONAL CAMPAIGNS, LED LEADERSHIP SEMINARS, AND WAS A CONSULTANT TO THE CHICAGO COUNCIL ON GLOBAL AFFAIRS.  SPECIALIZING IN COMMERCIAL LITIGATION, TERRI HAD A LONG AND SUCCESSFUL LEGAL CAREER, MOST NOTABLY AT NEW YORK-HEADQUARTERED SHEARMAN AND STERLING. PRIOR TO HER LEGAL CAREER, TERRI WAS A CONSULTANT TO THE US DEPARTMENT OF AGRICULTURE IN THE POLICY AND PROGRAM PLANNING OFFICE, SERVED AS THE INTERIM DIRECTOR OF COURT PLANNING FOR THE IOWA SUPREME COURT, A RUSSIAN SPECIALIST IN THE EAST-WEST ECONOMIC POLICY OFFICE AT THE US DEPARTMENT OF TREASURY, AND SERVED ON THE RUSSIA AREA TEAM FOR THE US INTERNATIONAL COMMUNICATION AGENCY.  TERRI IS CERTIFIED IN THE ATTENTIONAL AND INTERPERSONAL STYLE (TAIS) INVENTORY, AND USES IT AS AN ASSESSMENT TOOL IN HER EXECUTIVE COACHING PRACTICE. SHE COACHES SENIOR EXECUTIVES AND TEAMS TO DEVELOP THEIR LEADERSHIP SKILLS AND ENHANCE THEIR PERFORMANCE. SHE SPECIALIZES IN COACHING SENIOR EXECUTIVE WOMEN, DOCTORS, AND OTHER HEALTHCARE PROFESSIONALS.  TERRI GRADUATED WITH A MASTER’S DEGREE IN PUBLIC POLICY FROM HARVARD’S KENNEDY SCHOOL. SHE RECEIVED HER JD FROM COLUMBIA UNIVERSITY LAW SCHOOL WHERE SHE WAS A HARLAN FISKE STONE SCHOLAR AND AN INTERNATIONAL FELLOW. SHE RECEIVED HER BA IN RUSSIAN/INTERNATIONAL STUDIES FROM GRINNELL COLLEGE WHERE SHE GRADUATED PHI BETA KAPPA AND RECEIVED THE GRINNELL HONOR SCHOLARSHIP. TERRI IS A TRUMAN SCHOLAR, CERTIFIED MEDIATOR (NORTHWESTERN UNIVERSITY), AND CERTIFIED TO ADMINISTER PERSONALITY-BASED INVENTORIES BY HOGAN ASSESSMENT SYSTEMS.  TERRI CURRENTLY SERVES ON THE BOARD OF PRESBYTERIAN HOMES AND THE LEADERSHIP COUNCIL FOR THE WILSON CENTER FOR INNOVATION AND LEADERSHIP AT GRINNELL COLLEGE.  YOU CAN FIND LINKS TO TERRI’S COMMENTARIES ON LEADERSHIP AND PROFESSIONAL DEVELOPMENT AND THE WEBINARS SHE HAS HOSTED ON THE HARRIS EDGE WEBSITE HERE.|HARRIS SCHOOL OF PUBLIC POLICY
